open,high,low,close,open_time,close_time,volume
0.00004895,0.00004895,0.00004895,0.00004895,1531160220000,1531160279999,1.00000000
0.00004895,0.00004910,0.00004895,0.00004910,1531160280000,1531160339999,930.00000000
0.00004910,0.00004910,0.00004910,0.00004910,1531160340000,1531160399999,15.00000000
0.00004910,0.00004910,0.00004910,0.00004910,1531160400000,1531160459999,0.00000000
0.00004898,0.00004902,0.00004898,0.00004902,1531160460000,1531160519999,93.00000000
0.00004902,0.00004902,0.00004902,0.00004902,1531160520000,1531160579999,0.00000000
0.00004912,0.00004936,0.00004912,0.00004934,1531160580000,1531160639999,16705.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531160640000,1531160699999,0.00000000
0.00004932,0.00004932,0.00004932,0.00004932,1531160700000,1531160759999,122.00000000
0.00004932,0.00004932,0.00004932,0.00004932,1531160760000,1531160819999,0.00000000
0.00004932,0.00004932,0.00004932,0.00004932,1531160820000,1531160879999,0.00000000
0.00004932,0.00004932,0.00004932,0.00004932,1531160880000,1531160939999,47.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531160940000,1531160999999,950.00000000
0.00004936,0.00004944,0.00004936,0.00004944,1531161000000,1531161059999,208.00000000
0.00004950,0.00004950,0.00004932,0.00004932,1531161060000,1531161119999,5320.00000000
0.00004932,0.00004932,0.00004932,0.00004932,1531161120000,1531161179999,0.00000000
0.00004935,0.00004935,0.00004935,0.00004935,1531161180000,1531161239999,37.00000000
0.00004946,0.00004989,0.00004946,0.00004989,1531161240000,1531161299999,3572.00000000
0.00004961,0.00004967,0.00004961,0.00004967,1531161300000,1531161359999,283.00000000
0.00004967,0.00004967,0.00004967,0.00004967,1531161360000,1531161419999,0.00000000
0.00004964,0.00004965,0.00004964,0.00004965,1531161420000,1531161479999,446.00000000
0.00004978,0.00004978,0.00004978,0.00004978,1531161480000,1531161539999,21.00000000
0.00004962,0.00004964,0.00004935,0.00004964,1531161540000,1531161599999,637.00000000
0.00004964,0.00004964,0.00004964,0.00004964,1531161600000,1531161659999,59.00000000
0.00004964,0.00004964,0.00004932,0.00004935,1531161660000,1531161719999,1089.00000000
0.00004935,0.00004935,0.00004935,0.00004935,1531161720000,1531161779999,0.00000000
0.00004940,0.00004940,0.00004934,0.00004934,1531161780000,1531161839999,238.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531161840000,1531161899999,161.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531161900000,1531161959999,607.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531161960000,1531162019999,0.00000000
0.00004940,0.00004940,0.00004934,0.00004934,1531162020000,1531162079999,491.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531162080000,1531162139999,0.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531162140000,1531162199999,0.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531162200000,1531162259999,0.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162260000,1531162319999,1121.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162320000,1531162379999,0.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162380000,1531162439999,0.00000000
0.00004940,0.00004940,0.00004933,0.00004933,1531162440000,1531162499999,1787.00000000
0.00004933,0.00004933,0.00004933,0.00004933,1531162500000,1531162559999,23.00000000
0.00004933,0.00004933,0.00004933,0.00004933,1531162560000,1531162619999,0.00000000
0.00004934,0.00004934,0.00004934,0.00004934,1531162620000,1531162679999,1786.00000000
0.00004934,0.00004940,0.00004934,0.00004940,1531162680000,1531162739999,376.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162740000,1531162799999,0.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162800000,1531162859999,0.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162860000,1531162919999,809.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162920000,1531162979999,8277.00000000
0.00004940,0.00004940,0.00004940,0.00004940,1531162980000,1531163039999,4062.00000000
0.00004947,0.00004947,0.00004947,0.00004947,1531163040000,1531163099999,25.00000000
0.00004947,0.00004947,0.00004947,0.00004947,1531163100000,1531163159999,113.00000000
0.00004947,0.00004947,0.00004947,0.00004947,1531163160000,1531163219999,0.00000000
0.00004947,0.00004947,0.00004947,0.00004947,1531163220000,1531163279999,30.00000000
0.00004947,0.00004947,0.00004947,0.00004947,1531163280000,1531163339999,0.00000000
0.00004965,0.00004992,0.00004965,0.00004992,1531163340000,1531163399999,7577.00000000
0.00004992,0.00005028,0.00004992,0.00005003,1531163400000,1531163459999,24460.00000000
0.00005033,0.00005034,0.00005006,0.00005030,1531163460000,1531163519999,7867.00000000
0.00005030,0.00005053,0.00005030,0.00005040,1531163520000,1531163579999,8524.00000000
0.00005050,0.00005072,0.00005050,0.00005070,1531163580000,1531163639999,1380.00000000
0.00005070,0.00005070,0.00005055,0.00005060,1531163640000,1531163699999,1619.00000000
