open,high,low,close,open_time,close_time,volume
0.00039898,0.00040017,0.00039898,0.00040017,1531210380000,1531210439999,36.00000000
0.00039898,0.00039898,0.00039898,0.00039898,1531210440000,1531210499999,2.00000000
0.00039898,0.00039898,0.00039898,0.00039898,1531210500000,1531210559999,0.00000000
0.00039899,0.00039899,0.00039898,0.00039898,1531210560000,1531210619999,2.00000000
0.00039898,0.00039898,0.00039898,0.00039898,1531210620000,1531210679999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531210680000,1531210739999,3.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531210740000,1531210799999,0.00000000
0.00040016,0.00040053,0.00039899,0.00039899,1531210800000,1531210859999,239.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531210860000,1531210919999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531210920000,1531210979999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531210980000,1531211039999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211040000,1531211099999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211100000,1531211159999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211160000,1531211219999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211220000,1531211279999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211280000,1531211339999,0.00000000
0.00039899,0.00039899,0.00039899,0.00039899,1531211340000,1531211399999,0.00000000
0.00040011,0.00040053,0.00040011,0.00040053,1531211400000,1531211459999,169.00000000
0.00039909,0.00039909,0.00039909,0.00039909,1531211460000,1531211519999,5.00000000
0.00039976,0.00039976,0.00039976,0.00039976,1531211520000,1531211579999,74.00000000
0.00039967,0.00039967,0.00039967,0.00039967,1531211580000,1531211639999,8.00000000
0.00039967,0.00039967,0.00039967,0.00039967,1531211640000,1531211699999,0.00000000
0.00039967,0.00039967,0.00039967,0.00039967,1531211700000,1531211759999,0.00000000
0.00039982,0.00039982,0.00039982,0.00039982,1531211760000,1531211819999,56.00000000
0.00039982,0.00039982,0.00039982,0.00039982,1531211820000,1531211879999,0.00000000
0.00039982,0.00039982,0.00039982,0.00039982,1531211880000,1531211939999,0.00000000
0.00039982,0.00039982,0.00039982,0.00039982,1531211940000,1531211999999,0.00000000
0.00040000,0.00040000,0.00040000,0.00040000,1531212000000,1531212059999,159.00000000
0.00040053,0.00040092,0.00040053,0.00040092,1531212060000,1531212119999,24.00000000
0.00040092,0.00040092,0.00040092,0.00040092,1531212120000,1531212179999,0.00000000
0.00039999,0.00039999,0.00039997,0.00039997,1531212180000,1531212239999,31.00000000
0.00040092,0.00040092,0.00040092,0.00040092,1531212240000,1531212299999,24.00000000
