open,high,low,close,open_time,close_time,volume
0.01213800,0.01214500,0.01212700,0.01212900,1531160280000,1531160339999,172.16000000
0.01214000,0.01214000,0.01212700,0.01213900,1531160340000,1531160399999,85.02000000
0.01213900,0.01214200,0.01212900,0.01214100,1531160400000,1531160459999,119.41000000
0.01213800,0.01214100,0.01212700,0.01213000,1531160460000,1531160519999,77.46000000
0.01212800,0.01212900,0.01212700,0.01212700,1531160520000,1531160579999,26.39000000
0.01212800,0.01212800,0.01212100,0.01212400,1531160580000,1531160639999,143.14000000
0.01212300,0.01212700,0.01212100,0.01212400,1531160640000,1531160699999,93.41000000
0.01212400,0.01212700,0.01211400,0.01212700,1531160700000,1531160759999,88.53000000
0.01212000,0.01212700,0.01211500,0.01212600,1531160760000,1531160819999,141.29000000
0.01212600,0.01212700,0.01212200,0.01212700,1531160820000,1531160879999,125.71000000
0.01212600,0.01212600,0.01211400,0.01211700,1531160880000,1531160939999,121.31000000
0.01212400,0.01212500,0.01211500,0.01212300,1531160940000,1531160999999,142.73000000
0.01212500,0.01212700,0.01211900,0.01212700,1531161000000,1531161059999,44.59000000
0.01212300,0.01212600,0.01212300,0.01212600,1531161060000,1531161119999,40.87000000
0.01212600,0.01214100,0.01211600,0.01211600,1531161120000,1531161179999,127.63000000
0.01213000,0.01214200,0.01211800,0.01214000,1531161180000,1531161239999,61.92000000
0.01212400,0.01214000,0.01212000,0.01212000,1531161240000,1531161299999,41.36000000
0.01212300,0.01212600,0.01212200,0.01212400,1531161300000,1531161359999,56.21000000
0.01212300,0.01212900,0.01211400,0.01212400,1531161360000,1531161419999,158.59000000
0.01212900,0.01213300,0.01212300,0.01212300,1531161420000,1531161479999,147.71000000
0.01212600,0.01213100,0.01212400,0.01212400,1531161480000,1531161539999,114.83000000
0.01213200,0.01213200,0.01212400,0.01212500,1531161540000,1531161599999,182.29000000
0.01212400,0.01213900,0.01212400,0.01213700,1531161600000,1531161659999,6.20000000
0.01213700,0.01214100,0.01211400,0.01213700,1531161660000,1531161719999,33.92000000
0.01213700,0.01213700,0.01212100,0.01212100,1531161720000,1531161779999,109.31000000
0.01212100,0.01212100,0.01211400,0.01211900,1531161780000,1531161839999,22.48000000
0.01212000,0.01213200,0.01211800,0.01212400,1531161840000,1531161899999,80.69000000
0.01212600,0.01213900,0.01212300,0.01212500,1531161900000,1531161959999,101.49000000
0.01212500,0.01213800,0.01212500,0.01213500,1531161960000,1531162019999,137.96000000
0.01214000,0.01214500,0.01212700,0.01213500,1531162020000,1531162079999,172.87000000
0.01213600,0.01214500,0.01212800,0.01213200,1531162080000,1531162139999,205.71000000
